Artist,Birth,Death,Art Title,DoC,Estimate,price,Dimentions,close date,Auction Title
Marc Chagall ,1887,1985,L'Arbre,1956,"USD 400,000 – USD 600,000","USD 509,000",(102 x 73.4 cm.),6 Nov 2013,"2013 | LIVE AUCTION 2789
IMPRESSIONIST & MODERN WORKS ON PAPER SALE"
"Sir Edward Coley Burne-Jones, Bt., A.R.A., R.W.S. ",1833,Jones,Study of an imaginary moated house,0,"GBP 700 – GBP 1,000","GBP 1,375",(9.8 x 15.3 cm.),11 Dec 2018,"2018 | LIVE AUCTION 15507
BRITISH ART: VICTORIAN, PRE RAPHAELITE & BRITISH IMPRESSIONIST ART"
A PAIR OF ENGLISH CUT-GLASS TWO-LIGHT CANDELABRA,67,GLASS,LATE 18TH CENTURY AND LATER,0,"USD 4,000 – USD 6,000","USD 5,250",0,1 Jul 2015,"2015 | LIVE AUCTION 3755
THE COLLECTION OF RICHARD MELLON SCAIFE"
HE SEN（B. 1968）,0,0,Girl in Sofa,2006,"HKD 50,000 - HKD 80,000","HKD 44,100",(lower middle),22 Apr 2022,"7 Apr - 22 Apr 2022 | Online Auction 19896
No Regrets: 20/21 Art Online: All Originals"
Lee Friedlander ,B,34,"New York City, 2010",0,"USD 6,000 – USD 8,000","USD 7,500",(47 x 31.1 cm.),6 Apr 2017,"2017 | LIVE AUCTION 14357
PHOTOGRAPHS INCLUDING PROPERTY SOLD TO BENEFIT THE ELTON JOHN AIDS FOUNDATION"
Gerrit Lamberts ,Amsterdam,1850,"The ruins of the Lutheran Church, Amsterdam, after the fire of 1822, looking towards the organ-loft",0,"EUR 2,000 – EUR 3,000","EUR 10,625",(42.3 x 35.2 cm.),10 Dec 2014,"2014 | LIVE AUCTION 3052
THE I.Q. VAN REGTEREN ALTENA COLLECTION PART II. DUTCH AND FLEMISH DRAWINGS FROM 1500-1900"
André Derain ,1880,1954,Bords de rivière,0,"USD 4,000,000 – USD 6,000,000","USD 4,715,000",(38.4 x 46 cm.),11 Nov 2019,"2019 | LIVE AUCTION 17658
IMPRESSIONIST AND MODERN ART EVENING SALE"
"A SET OF SIX LOUIS XV NORTH EUROPEAN WHITE-PAINTED AND PARCEL-GILT, CANED DINING-CHAIRS",97,shaped,18TH CENTURY,0,"GBP 2,500 - GBP 4,000","GBP 2,250",0,15 Oct 2020,"24 Sep - 15 Oct 2020 | Online Auction 18376
Works of Art from The Giuseppe Rossi Collection Sold to Benefit a Charity"
Joan Mitchell ,1925,1992,Untitled,1957,"USD 7,000,000 – USD 9,000,000","USD 9,087,500",(206.3 x 275.6 cm.),17 May 2018,"2018 | LIVE AUCTION 15968
POST-WAR AND CONTEMPORARY ART EVENING SALE"
Andy Warhol ,1928,1987,Jackie,1964,"USD 800,000 – USD 1,200,000","USD 799,500",(50.5 x 40.6 cm.),16 Nov 2016,"2016 | LIVE AUCTION 12157
POST-WAR & CONTEMPORARY ART MORNING SALE"
Henri Matisse ,1869,1954,Tête de femme au chapeau,0,"USD 50,000 – USD 70,000","USD 62,500",(33.5 x 25.6 cm.),7 May 2014,"2014 | LIVE AUCTION 2845
IMPRESSIONIST & MODERN WORKS ON PAPER INCLUDING PROPERTY FROM THE ESTATE OF EDGAR M. BRONFMAN"
Maurice Braun ,1877,1941,"Pond at Old Lyme, Connecticut",0,"USD 20,000 – USD 30,000","USD 20,000",(40.6 x 50.8 cm.),25 Mar 2015,"2015 | LIVE AUCTION 3723
AMERICAN ART"
Henry Thomas Alken ,1785,1851,Get out of the way Sir; This fence is like small pox; Clearing the ditch; and Across the fields,0,"GBP 800 – GBP 1,200",GBP 875,(20.4 x 25.9 cm.),9 Jul 2014,"2014 | LIVE AUCTION 5471
SPORTING & WILDLIFE ART"
PAULA SCHER ,0,0,Paris,0,"USD 3,000 - USD 5,000","USD 3,500",(844 x 889 mm.),26 Oct 2017,"17 Oct - 26 Oct 2017 | Online Auction 15008
Screen Star: Alexander Heinrici, Master Printer"
Paul Jacoulet ,1902,1960,Le Pacifique mysterieux. Mers du Sud (1951),0,"GBP 3,000 – GBP 5,000","GBP 3,000",(47.6 x 36.5cm.),29 Oct 2019,"2019 | LIVE AUCTION 17707
TOPOGRAPHICAL PICTURES INCLUDING SELECTIONS FROM THE KELTON COLLECTION"
AFTER GEORGES BRAQUE ,1882,1963,Hommage à J.S. Bach,0,"USD 3,000 - USD 5,000","USD 2,375",(441 x 587 mm.),18 Nov 2021,"4 Nov - 18 Nov 2021 | Online Auction 20567
A Graphic Century - 1875-1975"
Jean-Baptiste-Camille Corot ,French,Baptiste,La Rencontre matinale sur les hauteurs de Sèvres,0,"USD 150,000 – USD 250,000","USD 150,000",(24.1 x 38.1 cm.),21 Apr 2021,"2021 | LIVE AUCTION 19724
EUROPEAN ART"
Louis H. Grimshaw ,1870,1943,"The Mansion House, London",0,"GBP 40,000 – GBP 60,000","GBP 77,500",(29.5 x 44.4 cm.),14 Dec 2016,"2016 | LIVE AUCTION 12237
VICTORIAN, PRE-RAPHAELITE AND BRITISH IMPRESSIONIST ART"
Emile Descamps ,0,0,At the study desk,0,"GBP 2,000 – GBP 2,500","GBP 2,000",(81.5 x 122 cm.),2 May 2014,"2014 | LIVE AUCTION 5613
19TH CENTURY EUROPEAN ART"
"GALLERIA DEI LAVORI, FLORENCE, CIRCA 1650",39,bronze,BIRDS AND BUTTERFLIES WITH FRUIT,0,"GBP 10,000 – GBP 15,000","GBP 37,500",(39 x 27.8 cm.),4 Dec 2019,"2019 | LIVE AUCTION 17293
OLD MASTER PAINTINGS AND SCULPTURE"
PABLO PICASSO ,1881,1973,Inès assise,0,"GBP 300,000 – GBP 500,000","GBP 478,800",(31.8 x 23.7 cm.),1 Mar 2022,"MARCH 1 | LIVE AUCTION 20661
20TH/21ST CENTURY: LONDON EVENING SALE"
A EUROPEAN BRONZE DAGGER BLADE,32,rib,"MIDDLE BRONZE AGE, CIRCA 1500-1300 B.C.",0,"GBP 3,000 - GBP 5,000","GBP 4,750",0,4 Nov 2020,"14 Oct - 4 Nov 2020 | Online Auction 19891
Finch and Co’s Cabinet of Curiosities"
PABLO PICASSO ,1881,1973,"Couple posant pour un peintre, from: Séries 347",0,"GBP 1,500 - GBP 2,000","GBP 6,250",0,28 Sep 2021,"16 Sep - 28 Sep 2021 | Online Auction 19776
Prints & Multiples"
Yayoi Kusama ,1929,0,Pumpkin,1980,"USD 6,000 – USD 8,000","USD 30,000",(24.1 x 27.3 cm.),8 Mar 2013,"2013 | LIVE AUCTION 2683
FIRST OPEN"
Fernand Léger ,1881,1955,Nid d'oiseaux avec panneau bleu,1943,"GBP 20,000 – GBP 30,000","GBP 22,500",(24 x 18 cm.),5 Feb 2014,"2014 | LIVE AUCTION 1508
IMPRESSIONIST/MODERN WORKS ON PAPER"
Tamuna Sirbiladze ,1971,2016,Pickled Ass (from Map 3),2006,"GBP 3,000 - GBP 5,000","GBP 2,125",(200 x 200cm.),null: 19 Sep 2019,"11 Sep - 19 Sep 2019 | 17697
First Open | Online"
A LOUIS XVI ENAMELLED GOLD BONBONNIÈRE,FL,ANTOINE,"BY GEORGE-ANTOINE CROZE (FL. 1777-1790), MARKED, PARIS, 1779/1780, WITH THE CHARGE AND DECHARGE MARKS OF JEAN-BAPTISTE FOUACHE 1774-1780, WITH THE COUNTER MARK OF HENRI CLAVEL 1780-1782 AND WITH TWO FRENCH GUARANTEE MARKS FOR GOLD, STRUCK WITH INVENTORY NUMBER 290",0,"GBP 10,000 – GBP 15,000","GBP 16,250",0,4 Jul 2018,"2018 | LIVE AUCTION 16285
GOLD BOXES"
Attributed to Hans Mielich ,1502,0,"Portrait of Martin Klostermair (b. 1502), aged 60, half-length, in a brown coat and black hat, holding a book",0,"GBP 10,000 – GBP 15,000","GBP 17,500",(49.5 x 41.6 cm.),29 Oct 2015,"2015 | LIVE AUCTION 10451
OLD MASTER & BRITISH PAINTINGS"
Archibald Thorburn ,1860,1935,Grouse shooting,0,"GBP 1,500 – GBP 2,000","GBP 2,000",(17.8 x 26.7 cm.),27 Nov 2013,"2013 | LIVE AUCTION 9717
SPORTING & WILDLIFE ART"
Henri Matisse ,1869,1954,Catherinette,0,"USD 6,000 - USD 8,000","USD 15,000",(370 x 285 mm.),22 Oct 2020,"8 Oct - 22 Oct 2020 | Online Auction 19599
Matisse on Paper: Prints & Drawings from the Estate of Jacquelyn Miller Matisse"
Rob van Koningsbruggen ,1948,0,Untitled,1974,"EUR 8,000 – EUR 12,000","EUR 12,500",0,21 Apr 2016,"2016 | LIVE AUCTION 3062
POST-WAR AND CONTEMPORARY ART"
ALBERT EDELFELT ,FINNISH,1905,Blommande hagtorn (Vy från Chantilly).,86,"GBP 15,000 - GBP 25,000","GBP 50,000",(42 x 32 cm.),29 Jul 2020,"7 Jul - 29 Jul 2020 | Online Auction 18829
British & European Art"
ABOUDIA ,0,0,Untitled,2015,"GBP 30,000 – GBP 50,000","GBP 100,000",(160 x 180cm.),2 Jul 2021,"2021 | LIVE AUCTION 20069
POST WAR AND CONTEMPORARY ART DAY SALE"
TAMUNA SIRBILADZE ,1971,2008,Untitled (From Map 2),2007,"GBP 2,000 - GBP 3,000","GBP 2,500",(189.6 x 200cm.),7 Jul 2021,"24 Jun - 7 Jul 2021 | Online Auction 19114
First Open: Post-War and Contemporary Art Online"
A PAIR OF NORTH EUROPEAN ORMOLU AND JAPANESE LACQUER POTPOURRI VASES,14,and,"POSSIBLY RUSSIAN, CIRCA 1800; THE JAPANESE LACQUER EDO PERIOD, 18TH CENTURY",0,"USD 7,000 - USD 10,000","USD 20,000",0,19 Nov 2021,"5 Nov - 19 Nov 2021 | Online Auction 20770
Chicago Classical: A Private Collection"
"AN IMPORTANT EMPIRE 'POINT DE SAVONNERIE' TOURNAI CARPET, 'CIVILE'",0,0,"FROM THE 'COHORTES' SERIES, WOVEN BY MANUFACTURE PIAT LEFEBVRE ET FILS, CIRCA 1810",0,"USD 60,000 - USD 100,000","USD 212,500",(602 cm. x 620 cm.),1 Jul 2021,"15 Jun - 1 Jul 2021 | Online Auction 20533
Treasures of a Storied Manhattan Collection"
Heinz Mack ,1931,0,Dynamische Struktur (Dynamic Structure),1962,"EUR 200,000 – EUR 300,000","EUR 223,500",0,27 Nov 2018,"2018 | LIVE AUCTION 15910
POST-WAR & CONTEMPORARY ART"
Antonius Höckelmann ,1937,2000,Sans titre,1961,EUR 500 – EUR 700,"EUR 3,750",0,20 Oct 2021,"2021 | LIVE AUCTION 20772
COLLECTION GERARD VALKIER : A LIFETIME JOURNEY WITH ART."
Pablo Picasso ,1881,1973,Femme se coiffant,0,"GBP 2,500,000 – GBP 3,500,000","GBP 6,758,750",(81.2 x 65.3 cm.),27 Feb 2018,"2018 | LIVE AUCTION 15469
IMPRESSIONIST AND MODERN ART EVENING SALE"
"Robert Edward Morrison, R.C.A. ",1852,1925,Reverie,0,"GBP 2,000 – GBP 4,000","GBP 6,875",(30.5 x 40.7 cm.),8 Jul 2015,"2015 | LIVE AUCTION 10730
VICTORIAN, PRE RAPHAELITE & BRITISH IMPRESSIONIST ART, MARITIME ART, SPORTING & WILDLIFE ART"
A REGENCY ORMOLU-MOUNTED CHINESE FLAMBE-GLAZED VASE AND COVER,1736,MOUNTED,"THE MOUNTS ATTRIBUTED TO VULLIAMY & SON, CIRCA 1806, THE PORCELAIN WITH A QIANLONG INCISED SEAL MARK AND OF THE PERIOD (1736-1795)",0,"GBP 40,000 – GBP 60,000","GBP 241,250",0,5 Dec 2012,"2012 | LIVE AUCTION 6277
HAREWOOD: COLLECTING IN THE ROYAL TRADITION"
Elizabeth Jane Gardner Bouguereau ,American,1922,Moses in the Bulrushes,0,"USD 250,000 – USD 350,000","USD 125,000",(125 x 88.2 cm.),28 Oct 2013,"2013 | LIVE AUCTION 2739
19TH CENTURY EUROPEAN ART"
Girolamo da Carpi ,Ferrara,1566,Studies of grotesques (recto); Studies of two winged horses (verso),0,"USD 12,000 – USD 18,000","USD 10,000",(38.6 x 27 cm.),29 Jan 2015,"2015 | LIVE AUCTION 3708
OLD MASTER AND BRITISH DRAWINGS"
TWO TELESCOPIC BRASS AND MAHOGANY STANDARD LAMPS,0,0,MODERN,0,"GBP 1,000 – GBP 1,500","GBP 2,500",0,13 Dec 2018,"2018 | LIVE AUCTION 16219
AN ADVENTUROUS SPIRIT: AN IMPORTANT PRIVATE COLLECTION SOLD TO BENEFIT A CHARITABLE FOUNDATION"
Bridget Riley ,1931,0,Sequence Study; No 1,1975,"USD 40,000 – USD 60,000","USD 72,100",(88.9 x 35.5 cm.),15 Nov 2012,"2012 | LIVE AUCTION 2599
POST-WAR & CONTEMPORARY ART AFTERNOON SESSION"
EDWARD BURRA ,1905,1976,O'Neill (The Barman),1932,"GBP 25,000 – GBP 35,000","GBP 52,500",(48.3 x 38.1 cm.),21 Oct 2021,"2021 | LIVE AUCTION 20023
MODERN BRITISH AND IRISH ART DAY SALE"
Henri Martin ,1860,1943,Jeune femme nue,0,"USD 70,000 – USD 100,000","USD 68,750",(131.2 x 80.8 cm.),16 May 2018,"2018 | LIVE AUCTION 15973
IMPRESSIONIST AND MODERN ART DAY SALE"
ATTRIBUTED TO CASPER CASTELEYN ,HAARLEM,AFTER,A manor house by a river in woodland,0,"USD 1,000 - USD 1,500","USD 1,500",(28.2 x 34.4 cm),28 Jan 2022,"14 Jan - 28 Jan 2022 | Online Auction 19981
Old Master & British Drawings"
Darren Woodhead ,1971,0,Two ptarmigan; peregrine falcon; ptarmigan,0,"GBP 1,200 - GBP 1,800","GBP 3,250",(38.5 x 57.2 cm.),18 Dec 2017,"4 Dec - 18 Dec 2017 | Online Auction 15547
The Astor Collection from Tillypronie, Aberdeenshire"
Raymond Pettibon ,1957,0,Untitled,0,"USD 6,000 - USD 8,000","USD 6,250",(35.6 x 27.9 cm.),15 Dec 2020,"1 Dec - 15 Dec 2020 | Online Auction 18985
First Open | Online"
CHARLES-JOSEPH NATOIRE ,NÎMES,JOSEPH,Étude de nymphe,0,"EUR 15,000 – EUR 20,000","EUR 15,000",(14 x 15 7/8 in.),24 Mar 2021,"2021 | LIVE AUCTION 19830
DESSINS ANCIENS ET DU XIXE SIÈCLE"
ALIGHIERO BOETTI ,1940,1994,Cinepresa e aste da microfono,0,"EUR 10,000 – EUR 15,000","EUR 79,500",(39 3/8 x 27 ½ in.),10 Jun 2016,"2016 | LIVE AUCTION 13252
ART CONTEMPORAIN VENTE DU JOUR"
PHILIP LODEWIJK SADÉE ,0,0,"Setting out to sea, a farewell to father",0,"GBP 7,000 - GBP 10,000","GBP 4,000",(70 x 61 cm.),16 Dec 2021,"2 Dec - 16 Dec 2021 | Online Auction 20112
British and European Art"
MASTER OF 1441 ,0,0,The Rape of Europa,0,"GBP 20,000 - GBP 30,000","GBP 43,750",(39.7 x 47.4 cm.),9 Jul 2021,"18 Jun - 9 Jul 2021 | Online Auction 20054
Old Master Paintings & Sculpture Online"
Jasper Johns ,1930,0,Flags I (ULAE 128),1973,"USD 250,000 – USD 350,000","USD 989,000",(670 x 845 mm.),13 Nov 2013,"2013 | LIVE AUCTION 2792
POST-WAR AND CONTEMPORARY MORNING SESSION"
A PAIR OF FRENCH WHITE-PAINTED CHAISES,0,0,"AFTER THE MODEL BY GEORGES JACOB, 20TH CENTURY",0,"USD 1,000 – USD 1,500","USD 2,500",0,30 Mar 2021,"2021 | LIVE AUCTION 19983
THE COLLECTION OF MRS. HENRY FORD II: PALM BEACH"
Horace Fisher ,1861,1928,The orange sellers,0,"GBP 4,000 – GBP 6,000","GBP 4,500",(121.9 x 74.9 cm.),12 Mar 2015,"2015 | LIVE AUCTION 10452
VICTORIAN, PRE RAPHAELITE & BRITISH IMPRESSIONIST ART"
John Cyril Harrison ,1898,1985,A golden eagle in flight above a rocky landscape,0,"GBP 800 - GBP 1,200","GBP 4,000",(46.8 x 33 cm.),18 Dec 2017,"4 Dec - 18 Dec 2017 | Online Auction 15547
The Astor Collection from Tillypronie, Aberdeenshire"
Verdier ,0,0,A beauty before the sea at sunset; and A lady with a fan under the moon,0,"GBP 1,500 – GBP 2,000","GBP 3,000",(46 x 38 cm.),29 Jan 2014,"2014 | LIVE AUCTION 5123
19TH CENTURY EUROPEAN ART INCLUDING ORIENTALIST ART"
AN FRENCH MARBLE AND GILT-BRONZE CANDLESTICK,38,gilt,"EARLY 19TH CENTURY AND LATER, MOUNTED AS A LAMP",0,"USD 1,000 - USD 1,500","USD 1,125",0,1 Jul 2021,"15 Jun - 1 Jul 2021 | Online Auction 20533
Treasures of a Storied Manhattan Collection"
"A GEORGE III SATINWOOD, MAHOGNAY AND INDIAN ROSEWOOD BANDED SECRETAIRE BOOKCASE",0,0,CIRCA 1785,0,"USD 8,000 - USD 12,000","USD 4,000",0,8 Oct 2020,"23 Sep - 8 Oct 2020 | Online Auction 19031
The Collector | Online: English & European 18th & 19th Century Furniture, Ceramics, Silver & Works of Art"
PIETER VAN DER HEYDEN  AFTER ERHARD SCHÖN ,CIRCA,1542,Portrait of Albrecht Dürer,0,"USD 1,000 – USD 1,500","USD 1,000",(Heyden),29 Jan 2019,"2019 | LIVE AUCTION 16544
OLD MASTER PRINTS"
BRASSAÏ ,0,0,"Deux filles de Joie, Boulevard Rochechouart, Montmartre, c. 1932",0,"USD 8,000 - USD 12,000","USD 6,250",(30.1 x 22.2 cm.),3 Jun 2020,"19 May - 3 Jun 2020 | Online Auction 19581
Photographs"
ANDY WARHOL ,1928,1987,Diana Ross and Barry Diller,1983,"USD 4,000 - USD 6,000","USD 4,032",(25.4 x 20.3 cm.),31 Mar 2022,"17 Mar - 31 Mar 2022 | Online Auction 21470
The Andy Warhol Diaries"
ANTONIO MARIA ZANETTI I  AFTER PARMIGIANINO ,1680,1757,"The Interior of a Temple, or: The Pagans assemble around the Statue of Jupiter to worship",0,"GBP 3,000 - GBP 4,000","GBP 2,500",(B. 40),15 Jul 2020,"1 Jul - 15 Jul 2020 | Online Auction 18037
Old Master Prints"
PABLO PICASSO ,1881,1973,Françoise en soleil,0,"USD 18,000 – USD 25,000","USD 18,750",(654 x 502 mm.),20 Apr 2018,"2018 | LIVE AUCTION 16121
PRINTS AND MULTIPLES"
Domenico Caligo ,circa,1911,"A view of the ambulatory of the cloister of the Campo Santo Monumentale, Pisa",0,"GBP 800 - GBP 1,200",GBP 750,(41.9 x 57.7 cm),5 Dec 2019,"27 Nov - 5 Dec 2019 | Online Auction 17704
Old Master Drawings: Online"
Peter Kuhfeld ,1952,0,"Enfilade towards the Grand Canal, Palazzo Barbaro",0,"GBP 1,000 – GBP 2,000","GBP 4,375",(53.4 x 42 cm.),19 Mar 2020,"2020 | LIVE AUCTION 18844
CHIEVELEY HOUSE, BERKSHIRE AND FIVE PRIVATE COLLECTIONS"
RENE AUBERJONOIS ,1872,1957,"Lens, 1902",0,"CHF 15,000 – CHF 20,000","CHF 14,400",0,5 Dec 2016,"2016 | LIVE AUCTION 13556
SWISS ART"
HENRI CARTIER–BRESSON ,0,0,"Queen Charlotte's Ball, London, England, 1959",0,"USD 15,000 - USD 20,000","USD 44,100",(35.8 x 23.8 cm.),5 Apr 2022,"23 Mar - 5 Apr 2022 | Online Auction 20475
Photographs"
GOTTFRIED HONEGGER ,0,0,"New York, 1972 (Diptychon)",0,"CHF 8,000 – CHF 10,000","CHF 9,600",(2),8 Dec 2015,"2015 | LIVE AUCTION 2005
SWISS ART SALE"
SAM FRANCIS ,1923,1994,Leo Rising (SFE 078),0,"USD 5,000 – USD 7,000","USD 6,250",(908 x 451 mm.),27 Feb 2019,"2019 | LIVE AUCTION 16785
CONTEMPORARY EDITION"
WILLIAM POPE.L ,1955,0,Gray People Fink Sunshine,2014,"GBP 4,000 - GBP 6,000","GBP 6,875",(26.7 x 22.9cm.),30 Mar 2021,"18 Mar - 30 Mar 2021 | Online Auction 19113
First Open: Post-War & Contemporary Art Online"
FIGURE EN IVOIRE REPRÉSENTANT LE CHRIST,1597,1643,"ENTOURAGE DE FRANCOIS DUQUESNOY (1597-1643), FLANDRES, XVIIE SIÈCLE",0,"EUR 4,000 – EUR 6,000","EUR 7,500",0,15 Sep 2020,"2020 | LIVE AUCTION 18548
MAÎTRES ANCIENS, PEINTURE - SCULPTURE"
Benjamin Vautier ,Swiss,1898,A tricky question,0,"GBP 7,000 – GBP 10,000","GBP 9,375",(76.5 x 67.5 cm.),27 Sep 2012,"2012 | LIVE AUCTION 6836
19TH CENTURY EUROPEAN ART INCLUDING ORIENTALIST ART"
Ugo Rondinone ,0,0,4. Januar 2007,2007,"EUR 100,000 – EUR 150,000","EUR 137,500",0,3 Dec 2021,"2021 | LIVE AUCTION 20087
POST WAR & CONTEMPORARY ART"
JOHN WILSON CARMICHAEL ,BRITISH,1868,"A blustery day on the Brill, near Rotterdam",0,"GBP 7,000 - GBP 10,000","GBP 8,750",(61.6 x 109.5 cm.),10 Dec 2020,"26 Nov - 10 Dec 2020 | Online Auction 18879
British & European Art"
A PAIR OF GEORGE III MAHOGANY 'HARVEY' OPEN ARMCHAIRS,94,shaped,"ATTRIBUTED TO GILLOWS, CIRCA 1780",0,"GBP 8,000 – GBP 12,000","GBP 32,500",0,19 Jan 2021,"2021 | LIVE AUCTION 18848
APTER-FREDERICKS: 75 YEARS OF IMPORTANT ENGLISH FURNITURE"
PABLO PICASSO ,1881,1973,Pichet têtes (A.R. 221),1953,"USD 2,500 - USD 3,500","USD 10,000",0,15 Nov 2021,"1 Nov - 15 Nov 2021 | Online Auction 18804
Picasso Ceramics Online"
Mariano Rodríguez ,1912,1990,Pelea de gallos,1942,"USD 800,000 – USD 1,200,000","USD 1,087,500",(63.8 x 73.9 cm.),23 Nov 2016,"2016 | LIVE AUCTION 12167
LATIN AMERICAN ART"
Roger de La Fresnaye ,1885,1925,"La conquête de l'air, avec deux personnages",1913,"EUR 1,000,000 – EUR 1,500,000","EUR 2,370,500",0,24 Mar 2017,"2017 | LIVE AUCTION 14131
ART IMPRESSIONNISTE ET MODERNE"
Julian Schnabel ,1951,0,Untitled (For Rose),1979,"USD 3,000 – USD 5,000","USD 3,750",(89.5 x 73 cm.),17 Jul 2013,"2013 | LIVE AUCTION 3424
FIRST OPEN: SUMMER EDITION"
FRANCISCO DE GOYA Y LUCIENTES ,1764,1828,Los Desastres de la Guerra,0,"GBP 10,000 – GBP 15,000","GBP 50,000",(overall),19 Sep 2017,"2017 | LIVE AUCTION 13879
PRINTS AND MULTIPLES"
ELLSWORTH KELLY ,1923,2015,Blue/Red-Orange,0,"USD 3,000 – USD 5,000","USD 6,875",(632 x 635 mm.),1 Mar 2016,"2016 | LIVE AUCTION 12005
FIRST OPEN | EDITIONS"
PABLO PICASSO ,1881,1973,Tête de faune (A.R. 51),1948,"USD 5,000 - USD 7,000","USD 12,500",0,20 May 2020,"5 May - 20 May 2020 | Online Auction 18333
Picasso Ceramics"
Liu Lui ,1957,0,Three Muses,1999,"CNY 1,200,000 – CNY 1,800,000","CNY 1,230,000",(60 x 48 in.),24 Oct 2014,"2014 | LIVE AUCTION 3397
ASIAN AND WESTERN 20TH CENTURY & CONTEMPORARY ART"
Josef Anton Engelhart ,Austrian,1941,The Reflection,0,"USD 10,000 – USD 15,000","USD 23,750",(100.3 x 74.9 cm.),30 Apr 2019,"2019 | LIVE AUCTION 17106
EUROPEAN ART"
PABLO PICASSO ,1881,1973,"Sculpteurs, modèles et sculpture, from La Suite Vollard",0,"USD 7,000 – USD 10,000","USD 13,750",(194 x 263 mm.),20 Apr 2018,"2018 | LIVE AUCTION 16121
PRINTS AND MULTIPLES"
Albrecht Dürer,0,0,The Martyrdom of the Ten Thousand,0,"GBP 2,000 – GBP 3,000","GBP 6,000",0,15 Mar 2016,"2016 | LIVE AUCTION 11964
PRINTS & MULTIPLES"
EERO SAARINEN ,1910,1961,"TWO 'GRASSHOPPER' LOUNGE CHAIRS, DESIGNED 1950",0,"USD 4,000 – USD 6,000","USD 8,750",0,13 Feb 2018,"2018 | LIVE AUCTION 14522
JF CHEN COLLECTION"
PABLO PICASSO ,1881,1973,Le modèle dans l'atelier,0,"GBP 3,000,000 – GBP 4,000,000","GBP 3,642,000",(46.2 x 54.9 cm.),1 Mar 2022,"MARCH 1 | LIVE AUCTION 20661
20TH/21ST CENTURY: LONDON EVENING SALE"
Edzard Koning ,1869,1954,Town view by night,0,"EUR 1,200 – EUR 1,600","EUR 2,500",0,12 Mar 2013,"2013 | LIVE AUCTION 3024
NINETEEN TO NOW"
JOEL SHAPIRO ,0,0,Untitled,1980,"USD 15,000 - USD 20,000","USD 18,750",(21.9 x 30.8 x 26.7 cm.),17 Jul 2019,"9 Jul - 17 Jul 2019 | Online Auction 17443
First Open | Online"
ROBERT RAUSCHENBERG ,1925,2008,"Statue of Liberty, from New York, New York",0,"USD 3,000 - USD 5,000","USD 4,000",(902 x 622 mm.),19 Jul 2017,"11 Jul - 19 Jul 2017 | Online Auction 14543
Contemporary Edition"
A LARGE FIGURED OAK TRIANGULAR DROP-LEAF TABLE,70,LEAF,"MID 19TH CENTURY, POSSIBLY IRISH",0,"GBP 1,000 – GBP 1,500",GBP 500,0,19 May 2015,"2015 | LIVE AUCTION 10646
CHRISTIE'S INTERIORS"
AI WEIWEI ,0,0,Marble Chair,2008,"GBP 60,000 – GBP 80,000","GBP 74,500",(116.8 x 55.8 x 43.8cm.),19 Oct 2013,"2013 | LIVE AUCTION 1151
POST-WAR AND CONTEMPORARY ART DAY AUCTION"
A PAIR OF EMPIRE ORMOLU THREE-LIGHT WALL-LIGHTS,38,LIGHT,CIRCA 1815,0,"GBP 2,500 – GBP 3,500","GBP 2,750",0,15 Nov 2017,"2017 | LIVE AUCTION 14220
THE COLLECTOR: EUROPEAN FURNITURE, WORKS OF ART & CERAMICS"
No Name,0,0,No Name,0,0,0,0,0,0
MARC CHAGALL ,1887,1985,La Nuit de Saint Paul,0,"GBP 2,500 - GBP 3,500","GBP 3,750",0,22 Sep 2020,"10 Sep - 22 Sep 2020 | Online Auction 18378
Prints & Multiples: Modern to Pop"
WILLEM DE KOONING ,1904,1997,Untitled,1967,"USD 40,000 - USD 60,000","USD 40,000",(47.6 x 59.7 cm.),21 Jul 2021,"9 Jul - 21 Jul 2021 | Online Auction 19886
First Open | Post-War & Contemporary Art"
Christopher Wilmarth ,1943,1987,Normal Drawing,1971,"USD 10,000 – USD 15,000","USD 35,000",(55.9 x 55.9 x 2.5 cm.),27 Sep 2017,"2017 | LIVE AUCTION 15785
THE COLLECTION OF PAUL F. WALTER"
Gabriel Kuri ,0,0,Two Nudes Two Points,2013,"GBP 12,000 – GBP 18,000","GBP 17,500",(100 x 120 x 12cm.),12 Feb 2015,"2015 | LIVE AUCTION 10338
POST-WAR AND CONTEMPORARY ART DAY AUCTION"
A PAIR OF GEORGE III SILVER SAUCE TUREENS AND COVERS,23,capped,"MARK OF PAUL STORR, LONDON, 1799",0,"USD 10,000 – USD 15,000","USD 10,625",0,23 Oct 2018,"2018 | LIVE AUCTION 16270
THE COLLECTOR: ENGLISH AND EUROPEAN 18TH AND 19TH CENTURY FURNITURE, CERAMICS, SILVER & WORKS OF ART"
Marcel Duchamp ,1887,1969,"De ou par Marcel Duchamp ou Rrose Sélavy (La Boîte-en-valise), série F",0,"EUR 200,000 – EUR 300,000","EUR 211,500",(16 ¼ x 15 1/8 x 3 7/8 in.),18 Oct 2018,"2018 | LIVE AUCTION 17373
SHE WAS A GIANT COLLECTION BÉNÉDICTE PESLE"
"A CHINESE MOTHER-OF-PEARL INLAID BLACK LACQUER TABLE, KANG",28,OF,"MING DYNASTY, 17TH CENTURY",0,"USD 7,000 – USD 9,000","USD 12,500",0,27 Jan 2022,"JANUARY 27 | LIVE AUCTION 20906
THE COLLECTION OF PIERRE DURAND"
